Origin,Dest,Reporting_Airline,TotalFlights,DelayedFlights,CancelledFlights,AvgDepDelay,AvgArrDelay
BWI,BOS,B6,222,60,5,7.1658986175115205,3.6036866359447006
HOB,IAH,OO,222,73,4,29.24770642201835,22.68348623853211
HOB,DEN,OO,222,73,2,19.013636363636362,11.136986301369863
BOS,BWI,B6,222,66,5,10.276497695852534,2.6497695852534564
PHX,CID,MQ,221,71,0,4.298642533936651,1.463302752293578
RDU,SJU,F9,221,124,4,23.93548387096774,23.52314814814815
LAS,SFO,OO,221,145,3,26.545871559633028,29.164319248826292
BOS,HNL,HA,221,127,2,19.304545454545455,16.95433789954338
CID,PHX,MQ,221,57,0,1.9230769230769231,-0.4298642533936652
ORD,SMF,AA,220,101,8,17.72641509433962,6.327014218009479
SJU,RDU,F9,220,71,6,7.457943925233645,7.369158878504673
TYS,DEN,UA,220,61,3,5.284403669724771,-1.599078341013825
LAS,SMF,F9,220,44,1,-0.7442922374429224,-5.835616438356165
PSP,LAX,OO,220,24,2,-0.5091743119266054,-1.848623853211009
PDX,SFO,F9,220,126,6,28.677570093457945,38.05607476635514
CLE,JFK,OO,220,50,5,10.86046511627907,3.1023255813953488
MSP,SAV,DL,220,44,2,1.6559633027522935,-3.3564814814814814
SMF,LAS,F9,220,67,2,7.105504587155964,2.623853211009174
SAV,MSP,DL,220,117,2,24.628440366972477,16.142201834862384
DEN,TYS,UA,220,86,2,9.137614678899082,3.5137614678899083
HNL,BOS,HA,220,152,1,14.89041095890411,6.575342465753424
PHL,CVG,AA,220,97,5,22.525581395348837,20.28372093023256
LFT,IAH,OO,220,67,4,22.125,14.446511627906977
IAH,LFT,OO,220,86,6,20.065420560747665,12.869158878504672
CLT,ROA,OH,220,48,3,5.170506912442396,6.051162790697674
ROA,CLT,OH,220,96,3,15.587155963302752,17.43778801843318
MEM,ORD,YX,219,49,6,7.225352112676056,3.215962441314554
ORD,DTW,YX,219,38,2,3.0368663594470044,-3.8986175115207375
ATL,JAC,DL,219,88,1,11.743119266055047,4.529953917050691
JFK,CLT,YX,219,45,3,7.546296296296297,0.4186046511627907
JFK,CLE,OO,219,81,11,22.71153846153846,15.1256038647343
SFO,PDX,F9,219,128,5,27.878504672897197,28.588785046728972
CVG,PHL,AA,219,75,5,29.046728971962615,28.72429906542056
JAC,ATL,DL,219,96,2,25.525345622119815,17.530516431924884
SAT,DFW,NK,219,57,12,7.846153846153846,12.367149758454106
SFO,LAS,OO,218,83,2,13.24537037037037,16.569444444444443
HPN,ATL,OO,218,95,5,34.85446009389671,30.450704225352112
PDX,ONT,F9,218,62,6,10.716981132075471,9.132701421800947
ONT,PDX,F9,218,62,4,5.429906542056075,7.219626168224299
SFO,BOI,UA,218,81,1,14.80184331797235,11.073732718894009
ATL,HPN,OO,218,86,1,17.42396313364055,17.976525821596244
DCA,PIT,AA,218,94,3,29.29953917050691,22.865116279069767
PIT,DCA,AA,217,72,3,20.817757009345794,20.677570093457945
MCO,SYR,WN,217,108,0,12.811059907834101,8.382488479262673
DEN,LGA,F9,217,125,4,18.272300469483568,19.307692307692307
LAX,PSP,OO,217,84,3,12.546728971962617,6.55868544600939
ICT,ORD,UA,217,29,3,3.397196261682243,2.8598130841121496
DFW,SAT,NK,217,87,8,12.598086124401913,14.334928229665072
SYR,MCO,WN,217,139,0,23.612903225806452,17.247663551401867
AZA,IDA,G4,217,34,2,-2.689814814814815,-6.378504672897196
PHX,SMF,MQ,216,58,0,4.268518518518518,0.25
LGA,DEN,F9,216,132,5,48.089622641509436,37.78199052132702
CLT,JFK,YX,216,39,1,4.944186046511628,1.0976744186046512
DSM,LAS,G4,216,96,4,23.35377358490566,15.966824644549764
SFB,LEX,G4,216,96,8,21.807692307692307,21.89903846153846
LEX,SFB,G4,216,121,8,37.20192307692308,37.22115384615385
IDA,AZA,G4,216,69,1,26.209302325581394,23.069767441860463
ORD,ICT,UA,216,130,2,15.537383177570094,6.808411214953271
DTW,ORD,YX,216,32,2,1.233644859813084,-5.182242990654205
GCK,DFW,OO,216,46,10,12.951456310679612,10.097560975609756
DTW,SYR,DL,216,79,1,7.78139534883721,5.334883720930232
SYR,DTW,DL,216,33,1,1.627906976744186,-5.5813953488372094
LAS,DSM,G4,216,90,4,12.127358490566039,7.37914691943128
USA,PIE,G4,215,83,5,19.461904761904762,15.129186602870814
SMF,PHX,MQ,215,49,0,2.372093023255814,-3.6372093023255814
DSM,PHX,MQ,215,37,0,1.8837209302325582,-10.288372093023256
PIE,USA,G4,215,70,6,12.454545454545455,12.134615384615385
DFW,GCK,OO,215,53,9,15.402912621359222,8.297560975609755
PHX,DSM,MQ,215,56,0,2.8093023255813954,-0.6372093023255814
MSP,MCI,WN,214,64,3,6.559241706161138,-2.3886255924170614
ORD,JLN,OO,214,88,3,23.255924170616115,13.533980582524272
CVG,PHX,F9,214,76,3,9.995260663507109,3.118483412322275
BLI,OAK,WN,214,101,2,9.99056603773585,0.9575471698113207
PHX,CVG,F9,214,69,3,12.298578199052132,9.706161137440759
OAK,BLI,WN,214,88,1,8.056338028169014,1.192488262910798
ORD,MEM,YX,214,48,3,5.436018957345971,-4.40952380952381
SAN,LIH,AS,213,70,0,4.262910798122066,-2.138095238095238
RAP,ORD,UA,213,81,2,11.630331753554502,6.995238095238095
PHX,BUF,WN,213,124,2,15.616113744075829,10.695238095238095
BIL,AZA,G4,213,85,4,14.588516746411484,13.07177033492823
LAS,MSP,NK,213,101,5,17.504807692307693,16.08173076923077
IND,PGD,G4,213,58,4,14.133971291866029,14.985576923076923
JLN,ORD,OO,213,37,3,22.233333333333334,16.09090909090909
ORD,RAP,UA,213,76,2,8.469194312796208,-1.7962085308056872
PHX,IDA,OO,213,45,0,2.427230046948357,-1.320754716981132
IDA,PHX,OO,213,46,0,7.136150234741784,0.5117370892018779
MSP,LAS,NK,213,116,6,26.028985507246375,20.014492753623188
LIH,SAN,AS,213,98,1,11.36320754716981,7.860576923076923
AZA,BIL,G4,213,50,3,5.257142857142857,3.242857142857143
PGD,IND,G4,213,99,4,21.148325358851675,18.014423076923077
BOI,SFO,UA,213,61,1,12.985849056603774,8.867924528301886
CLE,RDU,F9,212,66,6,5.771844660194175,1.6844660194174756
BOS,CLT,NK,212,99,20,27.03125,12.348958333333334
SFO,OMA,OO,212,73,3,6.69377990430622,3.8846153846153846
DCA,BTV,YX,212,45,2,1.2985781990521328,-3.619047619047619
RDU,CLE,F9,212,63,7,7.931707317073171,2.4048780487804877
BDL,RSW,B6,212,62,2,8.523809523809524,6.052380952380952
RDU,TPA,F9,212,82,9,20.68472906403941,17.463054187192117
BNA,EWR,YX,212,57,6,15.868932038834952,9.756218905472636
DCA,ICT,MQ,211,57,1,6.0476190476190474,1.0285714285714285
MSP,SRQ,DL,211,43,7,0.4411764705882353,-5.911330049261084
MLU,DFW,OO,211,59,2,12.023923444976077,12.08133971291866
TPA,RDU,F9,211,76,4,9.63768115942029,9.75242718446602
SRQ,MSP,DL,211,44,7,5.098039215686274,-2.5833333333333335
RSW,BDL,B6,211,90,3,20.057692307692307,20.98076923076923
EUG,SMF,WN,211,88,2,9.349282296650717,-1.8468899521531101
BNA,GSP,WN,211,119,1,9.914285714285715,6.128571428571429
DFW,MLU,OO,211,40,2,5.444976076555024,2.0961538461538463
ICT,DCA,MQ,211,61,1,8.285714285714286,-0.5454545454545454
DTW,BUF,9E,211,37,3,2.1923076923076925,-1.8461538461538463
OMA,SFO,OO,211,50,2,10.956937799043063,7.875598086124402
ELP,MDW,WN,211,80,0,9.293838862559241,-4.647619047619048
BNA,LGA,NK,211,36,3,1.3701923076923077,-1.4567307692307692
MDW,ELP,WN,211,91,0,9.28436018957346,-4.137440758293839
PHL,CHS,YX,211,27,0,-1.3554502369668247,-3.037914691943128
LGA,BNA,NK,211,18,2,0.05741626794258373,-17.181818181818183
EWR,BNA,YX,211,31,2,-0.5119617224880383,-11.023923444976077
SMF,EUG,WN,211,117,0,10.990521327014218,4.023696682464455
BTV,DCA,YX,211,39,3,-0.4519230769230769,-2.1884057971014492
GSP,BNA,WN,211,82,0,6.606635071090047,-0.8672985781990521
BUF,DTW,9E,210,37,2,1.7355769230769231,-6.389423076923077
CLT,BOS,NK,210,100,13,23.939086294416242,19.9746192893401
BNA,RIC,WN,210,108,0,7.233333333333333,-1.3523809523809525
BNA,CVG,WN,210,109,1,7.430622009569378,5.591346153846154
BUR,STL,WN,210,101,0,8.885714285714286,2.555023923444976
MCI,EWR,UA,210,31,6,2.8088235294117645,-6.995098039215686
SAT,SFO,UA,210,49,3,7.743961352657005,-0.529126213592233
RIC,BNA,WN,210,117,0,10.385714285714286,-3.1619047619047618
ONT,PDX,AS,210,53,11,-0.5829145728643216,-2.748743718592965
HHH,EWR,YX,210,48,8,11.371287128712872,3.3969849246231156
PHX,STS,MQ,210,55,0,2.7666666666666666,-1.3492822966507176
CHS,PHL,YX,210,42,0,5.195238095238095,2.2904761904761903
IAD,CHS,UA,210,33,2,-1.1490384615384615,-9.774038461538462
EWR,HHH,YX,210,32,6,0.9854368932038835,-3.792079207920792
ECP,MDW,WN,210,97,3,12.41062801932367,5.705314009661835
TLH,DCA,MQ,210,31,3,0.6956521739130435,3.8309178743961354
STS,PHX,MQ,210,82,0,7.061904761904762,3.395238095238095
DTW,MIA,NK,210,102,2,16.620192307692307,11.567307692307692
CVG,BNA,WN,210,101,1,9.08133971291866,4.961722488038277
STL,BUR,WN,210,113,0,9.09047619047619,9.733333333333333
DFW,ATW,MQ,210,78,1,11.631578947368421,6.8086124401913874
MDW,ECP,WN,210,96,1,11.602870813397129,3.9086538461538463
TUS,SEA,DL,209,54,1,4.149038461538462,-6.788461538461538
PDX,ONT,AS,209,58,11,4.707070707070707,5.0
ATW,DFW,MQ,209,43,1,7.711538461538462,-0.13043478260869565
COS,BWI,WN,209,68,1,3.1778846153846154,-1.9130434782608696
LBL,DDC,OO,209,67,9,17.495,15.874371859296483
FWA,PGD,G4,209,105,2,19.792270531400966,17.77294685990338
SFB,IND,G4,209,86,4,17.673170731707316,16.26829268292683
SEA,TUS,DL,209,45,0,3.411483253588517,-4.76555023923445
PGD,FWA,G4,209,49,2,3.608695652173913,0.34299516908212563
SFO,SAT,UA,209,75,3,11.300970873786408,4.184466019417476
GRR,LAS,G4,209,65,1,14.716346153846153,8.264423076923077
LAS,GRR,G4,209,81,1,12.04326923076923,6.826923076923077
IND,SFB,G4,209,63,4,9.887804878048781,7.600985221674877
EWR,MCI,UA,209,109,8,34.851485148514854,34.29
ACK,BOS,B6,209,59,7,10.083743842364532,6.089108910891089
BOS,ACK,B6,209,64,2,8.608695652173912,3.0388349514563107
ATL,FLL,B6,209,61,2,7.576923076923077,6.825242718446602
MSY,DFW,MQ,209,48,1,5.735576923076923,0.4975845410628019
MCO,STL,NK,209,83,9,18.18905472636816,19.97979797979798
DCA,TLH,MQ,209,92,4,22.04368932038835,18.121951219512194
BWI,COS,WN,209,107,1,11.346153846153847,-0.6908212560386473
DTW,BOS,NK,209,71,9,15.715,7.685
DFW,SHV,OO,208,40,1,5.06280193236715,0.6601941747572816
MSP,RIC,9E,208,82,4,20.166666666666668,15.96078431372549
DCA,SYR,OH,208,77,1,13.02415458937198,6.840579710144928
HRL,MSP,DL,208,47,1,3.183574879227053,-7.449275362318841
STL,MCO,NK,208,99,11,30.53030303030303,18.82741116751269
MIA,MSY,WN,208,130,3,22.346341463414635,21.635467980295566
MIA,DTW,NK,208,86,2,14.441747572815533,13.072815533980583
IAH,CRP,OO,208,61,3,13.526829268292683,8.303921568627452
SHV,DFW,OO,208,54,1,12.96135265700483,9.082125603864734
RIC,MSP,9E,208,59,4,21.857843137254903,10.367647058823529
MSY,MIA,WN,208,133,2,25.009708737864077,18.06341463414634
FLL,ATL,B6,208,96,1,21.405797101449274,19.144927536231883
SLC,CMH,DL,208,87,2,15.432038834951456,12.858536585365854
MSP,HRL,DL,208,31,0,1.3605769230769231,-11.81159420289855
DFW,MSY,MQ,208,41,1,1.7681159420289856,-3.0193236714975846
BUF,PHX,WN,208,103,1,9.294685990338165,-0.7184466019417476
CRP,IAH,OO,208,51,3,3.9902439024390244,0.04878048780487805
ATL,SBA,DL,208,70,2,19.241545893719806,16.445544554455445
ATL,LEX,9E,207,49,0,5.917874396135265,-0.470873786407767
ATL,BUR,DL,207,72,2,24.71219512195122,19.71144278606965
SBA,ATL,DL,207,56,2,15.112195121951219,6.157635467980295
AUS,EWR,NK,207,105,10,22.848484848484848,10.357142857142858
PNS,DFW,OH,207,75,2,21.058536585365854,11.167487684729064
SFO,JAC,UA,207,88,3,14.411764705882353,4.702970297029703
JAC,SFO,UA,207,103,4,28.74384236453202,21.211822660098523
BUR,ATL,DL,207,51,2,12.965853658536586,6.361386138613861
MCI,ORD,YX,207,27,4,0.4729064039408867,-2.7536945812807883
CMH,SLC,DL,207,42,2,7.478048780487805,-6.404878048780488
SYR,DCA,OH,207,76,0,22.71014492753623,16.888349514563107
EWR,AUS,NK,206,70,13,10.195876288659793,0.21761658031088082
ROC,CLT,OH,206,67,1,8.814634146341463,6.696078431372549
XNA,IAH,OO,206,36,0,4.883495145631068,3.0441176470588234
MYR,PIT,NK,206,59,6,10.895,9.944723618090451
CLT,ROC,OH,206,43,1,2.341463414634146,-0.8970588235294118
GSO,DFW,MQ,206,82,2,12.705882352941176,2.9261083743842367
IAH,XNA,OO,206,91,0,19.20873786407767,12.781553398058252
DEN,DSM,F9,206,79,3,8.96078431372549,5.699507389162561
LEX,ATL,9E,206,50,0,5.310679611650485,-1.1213592233009708
DSM,DEN,F9,206,63,4,13.07920792079208,13.262376237623762
PIT,MYR,NK,206,84,7,19.517587939698494,16.13065326633166
DFW,GSO,MQ,206,59,1,6.4,-4.302439024390244
OAK,PDX,OO,206,53,1,5.648780487804878,5.024390243902439
MIA,IAH,MQ,205,55,0,6.746341463414634,8.303921568627452
DFW,AMA,AA,205,86,4,28.495049504950494,23.517587939698494
MSY,ORD,OO,205,56,4,13.721393034825871,8.745
DFW,PNS,OH,205,48,2,11.517241379310345,1.6206896551724137
BOS,DTW,NK,205,91,9,28.362244897959183,21.102040816326532
IAH,MIA,MQ,205,78,0,16.58048780487805,12.730392156862745
AMA,DFW,AA,205,54,5,22.625,21.825
ORD,MCI,YX,205,49,2,3.0935960591133007,-3.334975369458128
CLE,LGA,OO,205,46,3,13.287128712871286,7.079601990049751
ORD,MSY,OO,205,52,4,6.925373134328358,-1.064676616915423
CID,AZA,G4,204,66,1,3.1773399014778323,-3.4334975369458127
ATL,FAT,DL,204,85,4,11.02,13.08
PVD,DCA,AA,204,58,1,22.088669950738915,17.301980198019802
MGM,DFW,OH,204,54,6,24.873737373737374,25.70408163265306
PDX,OAK,OO,204,46,1,5.832512315270936,5.315270935960591
DTW,PWM,YX,204,35,1,1.7536945812807883,3.0
DFW,MGM,OH,204,63,11,28.76683937823834,24.72538860103627
PWM,DTW,YX,204,66,1,9.9064039408867,9.64039408866995
AZA,CID,G4,204,35,1,0.21182266009852216,-5.9504950495049505
MSP,MKE,OO,204,56,1,9.05911330049261,1.7881773399014778
FAT,ATL,DL,204,104,4,19.845,11.51
LGA,CLE,OO,204,58,4,22.08,11.49
TLH,DFW,OH,204,67,9,21.646153846153847,13.184615384615384
FLL,CLE,F9,203,87,6,16.446700507614214,14.395939086294415
ORD,LEX,YX,203,30,0,-1.896551724137931,-7.911330049261084
MSP,TYS,9E,203,48,3,4.625,2.705
ORD,MTJ,OO,203,63,1,11.188118811881187,8.252475247524753
DCA,PVD,AA,203,83,1,21.415841584158414,11.084158415841584
CLE,SJU,F9,203,93,5,18.742424242424242,17.6751269035533
ALB,TPA,WN,203,93,4,21.020100502512562,13.376884422110553
SJU,CLE,F9,203,72,6,19.01015228426396,25.563451776649746
MCI,LGA,YX,203,25,4,-1.1809045226130652,-10.175879396984925
DFW,TLH,OH,203,60,10,26.55897435897436,18.704663212435232
DFW,ICT,OH,203,62,2,16.855721393034827,14.835
TPA,ORD,WN,203,68,6,6.979695431472082,2.918781725888325
LEX,ORD,YX,203,32,0,0.5172413793103449,-2.123762376237624
LGA,MCI,YX,203,33,4,0.8542713567839196,-18.04040404040404
MTJ,ORD,OO,203,56,1,13.910891089108912,3.935
CLT,GSP,MQ,202,71,5,14.32994923857868,10.223350253807107
DCA,OKC,YX,202,50,0,4.128712871287129,1.3514851485148516
SAT,EWR,NK,202,91,8,29.0979381443299,18.50515463917526
OKC,DCA,YX,202,35,0,3.0247524752475248,1.4801980198019802
EWR,SAT,NK,202,63,5,8.136363636363637,-0.7806122448979592
TYS,MSP,9E,202,31,3,0.5728643216080402,-5.321608040201005
GSP,CLT,MQ,202,84,6,18.862244897959183,21.821428571428573
MKE,MSP,OO,202,40,1,7.656716417910448,4.487562189054726
ICT,DFW,OH,201,64,2,22.92964824120603,22.217171717171716
RSW,IND,NK,201,73,5,12.295918367346939,9.612244897959183
CLE,FLL,F9,201,88,6,12.353846153846154,5.512820512820513
PBI,TTN,F9,201,102,7,23.922680412371133,18.54922279792746
DFW,FSD,MQ,201,56,4,5.83248730964467,-0.10152284263959391
TTN,PBI,F9,201,73,10,13.75392670157068,4.602094240837697
LIT,LGA,9E,201,50,3,11.065656565656566,6.969543147208122
IND,RSW,NK,201,71,7,17.54123711340206,12.242268041237113
EUG,SAN,OO,200,87,0,14.175,12.875
SAN,EUG,OO,200,73,1,7.135678391959799,9.170854271356784
FSD,DFW,MQ,200,85,4,13.229591836734693,4.173469387755102
LGA,LIT,9E,200,72,4,16.050761421319798,8.744897959183673
MSP,AVL,DL,199,50,4,11.435897435897436,7.556701030927835
MSN,EWR,UA,199,30,3,0.6173469387755102,-3.5408163265306123
BNA,DSM,G4,199,58,5,16.190721649484537,12.041237113402062
AVL,MSP,DL,199,127,4,31.466666666666665,22.45876288659794
ORD,BNA,YX,199,44,0,3.7537688442211055,-2.0954773869346734
BNA,ORD,YX,198,30,0,0.7777777777777778,-3.3535353535353534
AZA,ATW,G4,198,53,2,-0.7857142857142857,-9.63076923076923
ONT,SEA,DL,198,33,1,-0.3401015228426396,-13.253807106598984
EWR,MSN,UA,198,95,2,13.766497461928934,3.758974358974359
ATW,AZA,G4,198,47,2,23.270408163265305,10.36734693877551
MSP,RAP,9E,198,57,0,8.282828282828282,-1.4948453608247423
DSM,BNA,G4,198,64,4,17.438144329896907,14.149484536082474
RAP,MSP,9E,197,69,0,16.04060913705584,10.471794871794872
ABE,PGD,G4,197,64,3,15.577319587628866,6.670157068062827
HSV,DCA,YX,197,45,4,2.865284974093264,2.38860103626943
SMF,BOI,OO,197,20,1,-4.086734693877551,-0.22448979591836735
PGD,ABE,G4,197,75,3,13.582474226804123,10.309278350515465
PGD,PSM,G4,197,54,3,3.6443298969072164,-0.7409326424870466
ORD,AUS,MQ,197,48,1,4.045918367346939,-3.392857142857143
BOI,SMF,OO,197,72,0,10.101522842639595,9.744897959183673
DCA,HSV,YX,197,16,5,-3.2760416666666665,-9.708333333333334
SEA,ONT,DL,197,42,1,1.933673469387755,-4.346938775510204
DTW,SFO,UA,197,78,0,14.065989847715736,1.8629441624365481
PSM,PGD,G4,197,67,3,23.798969072164947,15.644329896907216
AUS,ORD,MQ,196,63,1,10.194871794871794,6.430769230769231
ORD,BTV,MQ,196,89,3,14.22680412371134,13.150259067357513
AUS,LAS,F9,196,90,3,34.740932642487046,23.911917098445596
RAP,AZA,G4,196,76,3,11.212435233160623,8.642487046632125
PIE,BGR,G4,196,45,8,3.4361702127659575,2.0531914893617023
BTV,ORD,MQ,196,53,3,6.269430051813472,11.160621761658032
DTW,MYR,NK,196,78,2,13.206185567010309,7.675257731958763
ORD,EYW,UA,196,40,2,4.43298969072165,2.734375
SFO,BZN,OO,196,86,0,11.540816326530612,5.270408163265306
SFO,DTW,UA,196,94,0,14.790816326530612,9.25257731958763
BZN,SFO,OO,196,96,2,20.15979381443299,16.90721649484536
EYW,ORD,UA,196,43,4,4.817708333333333,10.458333333333334
BGR,PIE,G4,196,72,8,26.877659574468087,10.893617021276595
MYR,DTW,NK,196,58,2,6.072164948453608,0.7319587628865979
IAH,DFW,NK,196,43,2,2.314432989690722,-4.041237113402062
LAS,AUS,F9,196,76,2,19.649484536082475,15.15625
PVD,DTW,OO,196,59,0,18.336734693877553,12.323076923076924
DTW,PVD,OO,196,57,0,18.724489795918366,17.183673469387756
ORD,SLN,OO,195,63,0,11.512820512820513,3.8512820512820514
DCA,BGR,AA,195,85,5,17.99473684210526,13.73404255319149
AZA,RAP,G4,195,48,1,6.528205128205128,0.9378238341968912
COS,LGB,WN,195,66,1,4.597938144329897,2.716494845360825
LGB,COS,WN,195,79,2,10.476683937823834,7.09375
DTW,FWA,OO,195,63,0,13.384615384615385,11.184615384615384
BGR,DCA,AA,195,93,5,29.413612565445025,25.761904761904763
DFW,AGS,OH,195,71,5,18.678947368421053,9.352631578947369
AGS,DFW,OH,195,79,5,29.5,17.37037037037037
XNA,VPS,G4,194,70,3,6.293193717277487,-0.2804232804232804
XNA,DEN,F9,194,82,1,6.865284974093265,6.310880829015544
PGD,TYS,G4,194,93,7,23.016042780748663,22.22459893048128
MSY,DEN,F9,194,87,5,13.43915343915344,10.968253968253968
TYS,PGD,G4,194,76,7,17.40106951871658,15.736559139784946
SNA,MIA,AA,194,78,4,67.11052631578947,57.3068783068783
VPS,XNA,G4,194,46,3,0.675392670157068,-3.0366492146596857
AZA,GRR,G4,194,56,1,1.2797927461139897,-5.927461139896373
FWA,DTW,OO,194,57,0,16.84536082474227,17.742268041237114
DEN,XNA,F9,194,61,1,3.8238341968911915,-0.41450777202072536
GRR,AZA,G4,194,54,1,3.7409326424870466,-5.803108808290156
MIA,SNA,AA,194,62,2,9.3125,4.827027027027027
DEN,MSY,F9,193,82,5,13.696808510638299,7.138297872340425
BOS,ORF,NK,193,90,10,21.84153005464481,15.653846153846153
ORF,BOS,NK,193,85,8,21.686486486486487,14.427027027027027
MCO,MSP,F9,193,58,1,8.21875,2.125
MSP,MCO,F9,193,81,5,27.46276595744681,14.446808510638299
ATW,SFB,G4,192,39,3,5.232804232804233,1.6402116402116402
IAH,MTJ,OO,192,63,6,10.790322580645162,14.85483870967742
MTJ,IAH,OO,192,58,7,18.88108108108108,20.36813186813187
OMA,MSP,9E,192,41,3,1.8412698412698412,0.2328042328042328
ORD,PHL,F9,192,72,5,25.914438502673796,33.5668449197861
SFB,ATW,G4,191,53,3,5.894179894179894,-2.299465240641711
FLL,USA,G4,191,87,6,20.897297297297296,19.543478260869566
FAY,ATL,OO,191,82,2,31.613756613756614,27.43915343915344
MYR,PHL,F9,191,64,17,27.43103448275862,25.45402298850575
IND,PHL,OH,191,52,0,9.015706806282722,6.631578947368421
USA,FLL,G4,191,104,6,34.43783783783784,29.864864864864863
PHL,ORD,F9,191,77,4,22.877659574468087,29.172043010752688
TYR,DFW,MQ,191,87,3,14.547872340425531,9.840425531914894
DCA,STL,YX,191,31,1,-0.4263157894736842,-6.742105263157895
DCA,CHA,OH,191,57,3,9.47340425531915,2.7379679144385025
DFW,TYR,MQ,191,64,3,5.909574468085107,6.675531914893617
ATL,FAY,OO,191,75,4,22.0,18.663101604278076
SEA,ONT,F9,191,74,6,13.967567567567567,4.545945945945946
MSY,BUR,WN,191,111,1,11.926315789473684,13.078947368421053
CHA,DCA,OH,191,52,5,11.236559139784946,13.216216216216216
CLE,PHX,WN,190,95,0,7.163157894736842,-0.11052631578947368
PHL,MYR,F9,190,71,1,17.804232804232804,16.91005291005291
STL,DCA,YX,190,33,2,0.02127659574468085,-7.6861702127659575
DFW,IAH,NK,190,59,2,9.941798941798941,4.26063829787234
ONT,SEA,F9,190,51,3,7.577540106951871,5.064171122994653
BUR,MSY,WN,190,115,0,13.221052631578948,8.661375661375661
MSP,OMA,9E,190,37,3,2.679144385026738,-2.802139037433155
PHX,CLE,WN,190,128,0,12.478947368421053,4.78421052631579
PHL,IND,OH,190,48,1,11.312169312169312,1.3227513227513228
DLH,MSP,9E,189,62,2,8.133689839572192,8.016042780748663
HHH,ATL,YX,189,36,3,7.903225806451613,7.0162162162162165
LGA,HHH,YX,189,36,2,4.627659574468085,-4.397849462365591
MSP,DLH,9E,189,52,2,7.374331550802139,4.44385026737968
DEN,ALB,WN,189,138,1,23.175531914893618,18.41176470588235
MEM,PHL,YX,189,46,1,4.329787234042553,2.7204301075268815
SJU,ATL,F9,189,117,3,42.62903225806452,42.086021505376344
ATL,SJU,F9,189,114,3,29.612903225806452,24.0
ATL,HHH,YX,189,50,4,22.335135135135136,20.57377049180328
BDL,DEN,WN,189,118,0,14.126984126984127,9.382978723404255
DEN,BDL,WN,189,131,1,17.824468085106382,10.829787234042554
HHH,LGA,YX,189,59,9,37.94505494505494,32.01129943502825
MCI,SFO,UA,189,27,5,-0.6956521739130435,-9.929347826086957
ALB,DEN,WN,189,117,2,12.903743315508022,4.5133689839572195
ORD,SYR,YX,189,33,1,2.3138297872340425,-2.4414893617021276
DFW,BPT,MQ,188,56,4,13.081521739130435,5.544943820224719
ABE,MYR,G4,188,34,3,-3.2972972972972974,-7.621621621621622
SLC,MIA,AA,188,97,0,24.1968085106383,22.02127659574468
TUL,DFW,OO,188,45,2,5.370967741935484,0.22043010752688172
DFW,TUL,OO,188,43,4,4.967391304347826,0.5760869565217391
PHL,MEM,YX,188,19,3,0.21505376344086022,-9.070652173913043
